Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       78    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/genericpath.py:16(exists)
       51    0.000    0.000    0.011    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1114(add_function)
      376    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/google/protobuf/text_encoding.py:85(<genexpr>)
      102    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:81(RLock)
       16    0.000    0.000    0.013    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:970(getsourcelines)
       52    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:116(get_attr)
       18    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:302(_instrument_layer_creation)
       16    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/inspect_utils.py:151(getnamespace)
       79    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:739(external_captures)
       16    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/control_flow_v2_func_graphs.py:28(__init__)
       26    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/input_spec.py:75(__init__)
      250    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/base_serialization.py:34(__init__)
       13    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_array_ops.py:6338(pack)
       29    0.000    0.000    0.009    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:710(variable_capturing_scope)
      472    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:523(name)
      121    0.000    0.000    0.034    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/saving/saveable_object.py:54(tensor)
       81    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/initializers/__init__.py:149(get)
       76    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       36    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:601(_create_call_fn_decorator)
      123    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:793(<listcomp>)
        2    0.000    0.000    0.032    0.016 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/saving/functional_saver.py:85(restore)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:144(from_tensor)
      190    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:1968(structured_input_signature)
       16    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/tempfile.py:463(__getattr__)
       26    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:93(<listcomp>)
    17/16    0.000    0.000    0.086    0.005 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/call_trees.py:108(visit_FunctionDef)
      251    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/memory.py:24(dismantle_ordered_dict)
       36    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/json_utils.py:52(encode)
       52    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:826(__hash__)
        2    0.000    0.000    0.000    0.000 {method 'GetOptions' of 'google.protobuf.pyext._message.MessageDescriptor' objects}
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        6    0.000    0.000    0.002    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/resource_tracker.py:70(ensure_running)
       49    0.000    0.000    0.015    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1489(_mul_dispatch)
     24/3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_compile.py:71(_compile)
       20    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:914(visit_Try)
       28    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:834(_update_snapshot)
      210    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:860(get_slot)
       28    0.000    0.000    1.652    0.059 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:275(_convert_actual)
      258    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:189(_MakeBool)
    45/16    0.000    0.000    0.011    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/continue_statements.py:119(_visit_non_loop_body)
       13    0.000    0.000    0.004    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1416(_autopacking_helper)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops.py:521(get_config)
       18    0.000    0.000    0.198    0.011 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/base_serialization.py:80(list_functions_for_serialization)
       18    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:321(_restore_layer_losses)
      127    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
       54    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringCounterCellIncrementBy}
     18/2    0.000    0.000    0.018    0.009 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:210(_replace_child_layer_functions)
      113    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3348(_is_function)
       28    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/posixpath.py:372(abspath)
      102    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddControlInput}
        2    0.000    0.000    0.005    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/queues.py:334(__init__)
       17    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:2637(default_variable_creator_v2)
       81    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:176(__eq__)
       90    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:1250(var_is_initialized_op)
       62    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1441(get_variable_scope_store)
       67    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1835(<listcomp>)
       42    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
       31    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:135(<genexpr>)
       36    0.000    0.000    0.003    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:536(__init__)
       72    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/mixed_precision/policy.py:548(_is_convertible_to_dtype)
        2    0.000    0.000    0.108    0.054 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/trajectory.py:660(to_n_step_transition)
      204    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:842(setdefault)
    22/14    0.000    0.000    0.005    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:818(visit_If)
      166    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:228(<listcomp>)
      152    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:71(_get_encoders)
      228    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:699(<genexpr>)
       62    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:404(do_encode)
   123/95    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/templates.py:64(visit_Tuple)
    39/37    0.000    0.000    0.005    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:1276(dismantle_func_graph)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       71    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:264(__init__)
      538    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4700(<genexpr>)
       86    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:1238(unknown_shape)
       18    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:2333(_set_dtype_policy)
      232    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:854(has_weights)
      120    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:217(__eq__)
      124    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:311(do_encode)
        8    0.000    0.000    0.005    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/core.py:1145(__init__)
       54    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:148(_block_statement_live_out)
        1    0.000    0.000    0.002    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/util.py:447(spawnv_passfds)
      304    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:702(<genexpr>)
        9    0.000    0.000    0.007    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:512(resource_gather)
       68    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4053(get_collection)
       16    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/control_flow_util_v2.py:63(create_new_tf_function)
        4    0.000    0.000    0.013    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:227(_build_cond)
       69    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/config_lib.py:62(get_action)
      276    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/generic_utils.py:167(get_registered_name)
      130    0.000    0.000    0.006    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:131(<listcomp>)
       79    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:742(<listcomp>)
       32    0.000    0.000    0.082    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:279(resolve)
        2    0.000    0.000    0.002    0.001 /Users/marvin/FML2020/fml-project/agents.py:163(__init__)
       39    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:364(_inference_name)
       68    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6368(get_collection)
      432    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:115(tensor_id)
      238    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:98(<genexpr>)
       60    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:152(__init__)
       11    0.000    0.000    0.005    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_math_ops.py:7157(_range)
        8    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:117(__init__)
       18    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/tf_utils.py:460(get_tensor_spec)
      439    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4641(control_inputs)
       60    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:669(_get_enclosing_finally_scopes)
