Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/absl/logging/__init__.py:407(info)
        4    0.000    0.000    0.003    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:2057(transpose_v2)
      3/2    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:466(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/convolutional.py:351(_get_channel_axis)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/synchronize.py:94(__enter__)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1262(supports_masking)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeWatchedVariables}
        1    0.000    0.000    0.000    0.000 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmpma33nr2_.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:451(add_variable)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/logging/__init__.py:1167(_open)
        2    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1568(logical_and)
        4    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/logical_expressions.py:61(_as_lambda)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:149(pop_tape)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/re.py:315(_compile_repl)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/platform/gfile.py:63(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_environment.py:118(__init__)
        2    0.000    0.000    0.001    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/control_flow.py:1063(aug_test)
       28    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:234(get_caching_key)
       17    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3310(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method math.isnan}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(_find_parent_path_names)
        1    0.000    0.000    0.012    0.012 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/check_ops.py:987(assert_greater)
       26    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:789(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:84(opengroup)
        2    0.000    0.000    0.008    0.004 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/pool.py:924(__init__)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:258(_acquire_restore)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:274(__call__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:867(__bool__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:721(_get_op_and_outputs)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:477(<genexpr>)
        8    0.000    0.000    0.000    0.000 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmp8rh9r5ll.py:7(inner_factory)
       36    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/object_identity.py:58(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/backend.py:1008(observe_object_name)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:75(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:832(__init__)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:1230(restore)
        2    0.000    0.000    0.007    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:1250(_SliceHelperVar)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:116(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1140(__init__)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/execute.py:284(<listcomp>)
       12    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/experimental/composite_tensor.py:268(composite_helper)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1269(list_physical_devices)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:168(__setitem__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/random.py:94(__init__)
        2    0.000    0.000    0.002    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variables.py:1072(_run_op)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:72(get_config)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/queues.py:34(Queue)
        4    0.000    0.000    0.004    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:342(<lambda>)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/resource_tracker.py:134(_check_alive)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/convert.py:26(optional_param_to_tensor)
        4    0.000    0.000    0.000    0.000 {method 'get_size' of 'pygame.Surface' objects}
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:43(watched_variables)
        1    0.000    0.000    0.001    0.001 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmp6seby9a4.py:19(if_body)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:513(is_set)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:866(_push_tape)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3264(<listcomp>)
        2    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:4869(sqrt)
       20    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:905(<dictcomp>)
       18    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:113(<listcomp>)
       28    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:119(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:456(time_step_spec)
       13    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/object_identity.py:235(__iter__)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3560(<lambda>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1099(create_module)
        4    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/array_ops.py:734(size)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/utils_impl.py:231(get_variables_path)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:1141(prefetch)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/logging/__init__.py:434(format)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:5264(prefetch_dataset)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:355(_escape)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_nn_ops.py:1124(<listcomp>)
       14    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/common.py:152(function_in_tf1)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:663(map_structure_with_paths)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:255(_release_save)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:284(do_encode)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(isclose)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:124(<listcomp>)
        2    0.000    0.000    0.001    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/logical_expressions.py:64(_as_binary_function)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/specs/array_spec.py:199(__ne__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/losses/util.py:177(add_loss)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/util.py:2109(read)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/control_flow.py:169(<genexpr>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.001    0.001 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmp42ool7lx.py:19(if_body)
        1    0.000    0.000    0.073    0.073 /var/folders/p3/z9l4rsd12p3gylf2sshnz6900000gn/T/tmp31f4omp_.py:40(else_body_2)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_functional_ops.py:391(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/pool.py:270(__repr__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1234(set_caching_device)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:330(require_replica_context)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:61(__init__)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/list_ops.py:411(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_DeleteContextOptions}
        2    0.000    0.000    0.001    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/control_flow.py:509(aug_test)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/connection.py:365(_send)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:292(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:295(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/policy_saver.py:614(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1426(open_variable_scope)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:72(_check_methods)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2378(control_inputs)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:775(__init__)
       16    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/variables.py:83(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/networks/network.py:452(_get_initial_state)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:605(_comprehension)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/losses/losses_impl.py:60(all)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:1075(random_uniform)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/py_builtins.py:65(overload_of)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:879(_pop_tape)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:1071(is_alive)
       29    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/options.py:69(<lambda>)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/batched_py_environment.py:92(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3520(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/init_ops_v2.py:1058(__init__)
       14    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/specs/array_spec.py:352(minimum)
        1    0.000    0.000    1.036    1.036 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/replay_buffers/tf_uniform_replay_buffer.py:296(as_dataset)
       11    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:457(<genexpr>)
        2    0.000    0.000    0.001    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/experimental/composite_tensor.py:54(_from_components)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_grad.py:143(_IsScalar)
       10    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:487(getmro)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/collective_util.py:124(__init__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:464(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/nested_structure_coder.py:528(can_encode)
       12    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:2246(<lambda>)
       13    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/common.py:1096(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/experimental/composite_tensor.py:86(_make_convertible)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/graph_view.py:67(_slot_variable_naming_for_optimizer)
        2    0.000    0.000    0.039    0.019 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:362(foldr_v2)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/context.py:233(get_context)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:433(__enter__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/utils/compat_util.py:30(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/agents/tf_agent.py:666(policy)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/google/protobuf/text_format.py:119(getvalue)
       11    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        7    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/process.py:189(name)
        1    0.000    0.000    0.001    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:1248(delete_iterator)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/break_statements.py:31(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/while_v2.py:1227(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/networks/utils.py:34(<genexpr>)
       11    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/astunparse/unparser.py:755(_Index)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/cond_v2.py:670(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/functional_ops.py:324(<listcomp>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(allclose)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/lib/io/file_io.py:456(recursive_create_dir)
        1    0.000    0.000    0.002    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:5132(parallel_map_dataset_v2)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/lib/io/file_io.py:519(rename)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/logging/__init__.py:1331(_fixupParents)
        2    0.000    0.000    0.000    0.000 /Users/marvin/FML2020/fml-project/agents.py:227(__init__)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:153(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_functional_ops.py:398(<listcomp>)
        9    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/converters/control_flow.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:474(__and__)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:857(__len__)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:2376(_batch_reduce_to)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/py_builtins.py:412(<genexpr>)
       24    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3419(_reduce_to)
       14    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_decorator.py:266(decorated_target)
       10    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/specs/array_spec.py:184(name)
        6    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3832(target)
        4    0.000    0.000    0.000    0.000 <string>:1(raise_from)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/saved_model/signature_serialization.py:223(_list_functions_for_serialization)
        3    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/multiprocessing/synchronize.py:97(__exit__)
       14    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:76(_default_control_status_ctx)
       15    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        4    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/policy_saver.py:609(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:3076(_autotune_settings)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/optimizer_v2.py:448(_aggregate_gradients)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/control_flow_ops.py:181(_Identity)
        2    0.000    0.000    0.000    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/autograph/operators/control_flow.py:476(_add_max_iterations_hint)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
